83 -0.19 0.01 11 0.64 0 0 0 0 2 0 0 0 15 
229 -0.206 0.004 16 0.63 0 0 0 0 2 0 0 0 54 
205 -0.161 0.004 17 0.597 0 0 0 0 2 0 0 0 18 
85 -0.203 0.01 15 0.734 0 0 0 0 2 0 0 0 32 
90 -0.284 0.009 10 0.603 0 0 0 0 2 0 0 0 15 
116 -0.233 0.008 11 0.597 0 0 0 0 2 0 0 0 33 
42 -0.17 0.019 8 0.745 0 0 0 0 2 0 0 0 13 
237 -0.213 0.004 18 0.561 0 0 0 0 2 0 0 0 24 
176 -0.261 0.005 11 0.579 0 0 0 0 2 0 0 0 38 
129 -0.239 0.006 18 0.607 0 0 0 0 2 0 0 0 13 
157 -0.115 0.005 24 0.592 0 0 0 0 3 0 0 0 8 
115 -0.186 0.007 20 0.706 0 0 0 0 2 0 0 0 23 
138 -0.132 0.006 27 0.64 0 0 0 0 2 0 0 0 15 
144 -0.195 0.006 22 0.67 0 0 0 0 2 0 0 0 26 
224 -0.176 0.004 15 0.546 0 0 0 0 2 0 0 0 35 
155 -0.237 0.006 14 0.672 0 0 0 0 2 0 0 0 24 
184 -0.201 0.004 18 0.552 0 0 0 0 2 0 0 0 13 
46 -0.255 0.01 17 0.77 0 0 0 0 7 0 0 0 4 
243 -0.103 0.003 28 0.607 0 0 0 0 2 0 0 0 40 
232 -0.152 0.004 19 0.602 0 0 0 0 2 0 0 0 28 
114 -0.218 0.004 35 0.762 0 0 0 0 6 0 0 0 2 
173 -0.156 0.005 19 0.59 0 0 0 0 2 0 0 0 29 
192 -0.262 0.005 10 0.579 0 0 0 0 2 0 0 0 76 
110 -0.21 0.006 27 0.714 0 0 0 0 3 0 0 0 8 
151 -0.184 0.005 18 0.624 0 0 0 0 4 0 0 0 13 
35 -0.146 0.009 19 0.837 0 0 0 0 3 0 0 0 4 
110 -0.184 0.008 13 0.668 0 0 0 0 2 0 0 0 22 
154 -0.167 0.005 13 0.578 0 0 0 0 2 0 0 0 18 
107 -0.324 0.009 10 0.627 0 0 0 0 2 0 0 0 60 
102 -0.193 0.008 13 0.583 0 0 0 0 3 0 0 0 7 
55 -0.034 0.011 17 0.758 0 0 0 0 3 0 0 0 11 
160 -0.195 0.004 23 0.627 0 0 0 0 2 0 0 0 12 
78 -0.242 0.011 16 0.794 0 0 0 0 2 0 0 0 18 
132 -0.218 0.005 23 0.683 0 0 0 0 2 0 0 0 11 
217 -0.193 0.003 34 0.671 0 0 0 0 3 0 0 0 13 
152 -0.191 0.005 17 0.578 0 0 0 0 2 0 0 0 13 
155 -0.248 0.006 10 0.585 0 0 0 0 2 0 0 0 35 
27 -0.446 0.026 8 0.739 0 0 0 0 2 0 0 0 13 
182 -0.232 0.004 17 0.581 0 0 0 0 2 0 0 0 19 
103 -0.369 0.008 18 0.777 0 0 0 0 3 0 0 0 8 
118 -0.231 0.007 16 0.611 0 0 0 0 3 0 0 0 11 
119 -0.249 0.007 19 0.66 0 0 0 0 2 0 0 0 13 
52 -0.282 0.012 12 0.699 0 0 0 0 2 0 0 0 8 
221 -0.152 0.003 33 0.617 0 0 0 0 3 0 0 0 4 
203 -0.26 0.004 29 0.636 0 0 0 0 2 0 0 0 10 
233 -0.023 0.004 21 0.599 0 0 0 0 2 0 0 0 17 
200 -0.196 0.004 18 0.52 0 0 0 0 2 0 0 0 25 
190 -0.235 0.004 19 0.644 0 0 0 0 2 0 0 0 23 
14 -0.196 0.009 11 0.94 0 0 0 0 5 0 0 0 2 
154 -0.306 0.006 8 0.52 0 0 0 0 2 0 0 0 49 
47 -0.123 0.015 13 0.736 0 0 0 0 2 0 0 0 9 
41 -0.315 0.021 7 0.705 0 0 0 0 2 0 0 0 19 
80 -0.213 0.011 9 0.668 0 0 0 0 2 0 0 0 12 
77 -0.176 0.011 13 0.684 0 0 0 0 2 0 0 0 21 
193 -0.249 0.004 25 0.674 0 0 0 0 2 0 0 0 34 
187 -0.153 0.005 15 0.569 0 0 0 0 2 0 0 0 33 
123 -0.117 0.006 19 0.648 0 0 0 0 2 0 0 0 16 
50 -0.312 0.017 8 0.654 0 0 0 0 2 0 0 0 17 
175 -0.036 0.004 21 0.624 0 0 0 0 2 0 0 0 11 
91 -0.225 0.009 14 0.627 0 0 0 0 3 0 0 0 8 
87 -0.213 0.007 21 0.692 0 0 0 0 2 0 0 0 6 
178 -0.242 0.004 23 0.658 0 0 0 0 2 0 0 0 19 
56 -0.255 0.011 13 0.709 0 0 0 0 2 0 0 0 6 
145 -0.171 0.006 13 0.608 0 0 0 0 2 0 0 0 24 
95 -0.246 0.009 10 0.591 0 0 0 0 2 0 0 0 12 
70 -0.226 0.007 27 0.789 0 0 0 0 3 0 0 0 6 
229 -0.249 0.004 15 0.581 0 0 0 0 2 0 0 0 30 
216 -0.253 0.003 38 0.693 0 0 0 0 2 0 0 0 25 
159 -0.134 0.005 20 0.601 0 0 0 0 2 0 0 0 18 
147 -0.272 0.006 18 0.595 0 0 0 0 2 0 0 0 40 
180 -0.236 0.005 17 0.547 0 0 0 0 2 0 0 0 40 
129 -0.216 0.005 21 0.647 0 0 0 0 2 0 0 0 11 
134 -0.101 0.006 19 0.614 0 0 0 0 2 0 0 0 7 
192 -0.135 0.004 22 0.608 0 0 0 0 2 0 0 0 26 
57 -0.245 0.014 8 0.585 0 0 0 0 3 0 0 0 15 
178 -0.247 0.004 24 0.605 0 0 0 0 2 0 0 0 9 
